cortarNo,centerLat,centerLon,cortarName,cortarType
41500115,37.2539,127.4571,장록동,sec
41500250,37.114886,127.616797,장호원읍,sec
41500103,37.278054,127.441722,중리동,sec
41500104,37.2604,127.4279,증일동,sec
41500109,37.290253,127.452508,증포동,sec
41500106,37.2682,127.453175,진리동,sec
41500101,37.282904,127.44106,창전동,sec
41500330,37.223137,127.424925,호법면,sec
41480105,37.7825,126.7434,검산동,sec
41480350,37.776308,126.85159,광탄면,sec
41480107,37.7501,126.7489,교하동,sec
41480380,37.938976,126.720996,군내면,sec
41480123,37.7522,126.7875,금릉동,sec
41480101,37.760475,126.769325,금촌동,sec
41480109,37.735751,126.727788,다율동,sec
41480114,37.742969,126.745019,당하동,sec
41480113,37.7137,126.7256,동패동,sec
41480106,37.7785,126.7286,맥금동,sec
41480117,37.72447,126.734569,목동동,sec
41480115,37.720563,126.69307,문발동,sec
41480250,37.852847,126.783632,문산읍,sec
41480256,37.848915,126.88265,법원읍,sec
41480112,37.699644,126.698634,산남동,sec
41480111,37.729018,126.7812,상지석동,sec
41480119,37.712013,126.697308,서패동,sec
41480116,37.75545,126.701056,송촌동,sec
41480120,37.735611,126.695406,신촌동,sec
41480102,37.7667,126.7847,아동동,sec
41480108,37.715553,126.761118,야당동,sec
41480104,37.7763,126.7642,야동동,sec
41480121,37.7458,126.7114,연다산동,sec
41480110,37.748446,126.725664,오도동,sec
41480122,37.7365,126.758773,와동동,sec
41480310,37.796037,126.790333,월롱면,sec
41480390,37.872705,126.707866,장단면,sec
41480370,37.95413,126.917879,적성면,sec
41480262,37.744936,126.805108,조리읍,sec
41480400,37.942244,126.797253,진동면,sec
41480410,37.95585,126.710651,진서면,sec
41480320,37.802492,126.7163,탄현면,sec
41480253,37.832824,126.81653,파주읍,sec
41480360,37.922008,126.838138,파평면,sec
41480118,37.758867,126.7471,하지석동,sec
41220107,37.044,127.0847,가재동,sec
41220128,37.04053,127.050468,고덕동,sec
41220330,37.0423,127.017745,고덕면,sec
41220115,36.9813,127.0884,군문동,sec
41220106,37.051058,127.110263,도일동,sec
41220111,37.087,127.0695,독곡동,sec
41220119,37.0152,127.0965,동삭동,sec
41220103,37.0334,127.0777,모곡동,sec
41220118,37.0026,127.1022,비전동,sec
41220101,37.066214,127.055765,서정동,sec
41220320,37.108232,127.035325,서탄면,sec
41220120,36.999915,127.082427,세교동,sec
41220123,36.985101,127.12735,소사동,sec
41220122,37.001575,127.065012,신대동,sec
41220112,37.0837,127.051,신장동,sec
41220253,36.98581,126.931688,안중읍,sec
41220340,37.007742,126.980313,오성면,sec
41220124,37.0003,127.1421,용이동,sec
41220125,37.0224,127.14,월곡동,sec
41220116,36.9755,127.1115,유천동,sec
41220109,37.0594,127.0689,이충동,sec
41220102,37.0404,127.0631,장당동,sec
41220108,37.058742,127.084813,장안동,sec
41220127,37.0075,127.125,죽백동,sec
41220110,37.077379,127.057577,지산동,sec
41220121,37.018,127.0669,지제동,sec
41220310,37.099994,127.090536,진위면,sec
41220126,37.0253,127.1227,청룡동,sec
41220259,37.0399,126.934088,청북읍,sec
41220104,37.0328,127.0914,칠괴동,sec
41220105,37.0259,127.1077,칠원동,sec
41220114,37.000815,127.087202,통복동,sec
41220250,36.964887,127.062143,팽성읍,sec
41220113,36.988562,127.084613,평택동,sec
41220256,36.982943,126.88515,포승읍,sec
41220117,36.985,127.1036,합정동,sec
41220370,36.967276,126.9215,현덕면,sec
41650330,37.84854,127.1861,가산면,sec
41650400,38.157699,127.25145,관인면,sec
41650310,37.888993,127.217426,군내면,sec
41650320,37.786225,127.22855,내촌면,sec
41650106,37.85,127.1275,동교동,sec
41650104,37.854253,127.159133,선단동,sec
41650105,37.8585,127.1432,설운동,sec
41650250,37.823381,127.138649,소흘읍,sec
41650340,37.933972,127.226599,신북면,sec
41650101,37.8996,127.1832,신읍동,sec
41650102,37.8848,127.1819,어룡동,sec
41650390,38.089049,127.2755,영북면,sec
41650360,38.00557,127.245158,영중면,sec
41650380,38.030686,127.36737,이동면,sec
41650370,37.961153,127.317052,일동면,sec
41650103,37.8778,127.1671,자작동,sec
41650350,37.991588,127.189339,창수면,sec
41650410,37.901126,127.288144,화현면,sec
41450113,37.516208,127.161688,감북동,sec
41450115,37.4987,127.168,감이동,sec
41450114,37.5102,127.146688,감일동,sec
41450124,37.5187,127.1734,광암동,sec
41450117,37.52085,127.205063,교산동,sec
41450107,37.5576,127.226338,당정동,sec
41450108,37.5451,127.2029,덕풍동,sec
41450109,37.5695,127.1882,망월동,sec
41450111,37.566,127.2105,미사동,sec
41450104,37.5249,127.2646,배알미동,sec
41450120,37.4952,127.1978,상사창동,sec
41450105,37.4912,127.2333,상산곡동,sec
41450112,37.583,127.1887,선동,sec
41450106,37.5447,127.2159,신장동,sec
41450103,37.5353,127.2319,창우동,sec
41450101,37.519238,127.224049,천현동,sec
41450123,37.536626,127.170829,초이동,sec
41450122,37.537667,127.183725,초일동,sec
41450118,37.522175,127.19415,춘궁동,sec
41450110,37.549016,127.185089,풍산동,sec
41450119,37.509583,127.2062,하사창동,sec
41450102,37.5097,127.2325,하산곡동,sec
41450116,37.4794,127.1619,학암동,sec
41450121,37.5003,127.1831,항동,sec
41590139,37.176391,127.078503,금곡동,sec
41590119,37.221726,127.046038,기산동,sec
41590124,37.2236,126.9817,기안동,sec
41590262,37.211776,126.823763,남양읍,sec
41590118,37.209,127.0597,능동,sec
41590330,37.205493,126.769588,마도면,sec
41590310,37.252298,126.909125,매송면,sec
41590134,37.186527,127.122701,목동,sec
41590127,37.194893,127.073413,반송동,sec
41590120,37.23457,127.061548,반월동,sec
41590121,37.232443,127.037837,반정동,sec
41590138,37.173474,127.089784,방교동,sec
41590123,37.2226,126.9966,배양동,sec
41590117,37.2079,127.0432,병점동,sec
41590253,37.219743,126.949488,봉담읍,sec
41590320,37.235318,126.873863,비봉면,sec
41590135,37.172311,127.114054,산척동,sec
41590140,37.281158,126.818615,새솔동,sec
41590350,37.166557,126.708738,서신면,sec
41590128,37.2095,127.0766,석우동,sec
41590137,37.171333,127.101848,송동,sec
41590125,37.212,127.0122,송산동,sec
41590340,37.217818,126.739138,송산면,sec
41590133,37.18271,127.141557,신동,sec
41590126,37.201501,127.004175,안녕동,sec
41590400,37.0813,126.944438,양감면,sec
41590131,37.210355,127.107386,영천동,sec
41590129,37.192398,127.097583,오산동,sec
41590256,37.089707,126.81545,우정읍,sec
41590370,37.079633,126.831375,장안면,sec
41590136,37.153958,127.113775,장지동,sec
41590410,37.168443,126.9829,정남면,sec
41590132,37.205309,127.138723,중동,sec
41590116,37.212964,127.039088,진안동,sec
41590130,37.194666,127.11352,청계동,sec
41590360,37.161149,126.903238,팔탄면,sec
41590259,37.108613,126.938865,향남읍,sec
41590122,37.2207,127.0144,황계동,sec
28710250,37.748268,126.483863,강화읍,sec
28710400,37.784433,126.282725,교동면,sec
28710330,37.640782,126.49125,길상면,sec
28710360,37.719518,126.389888,내가면,sec
28710320,37.686518,126.47995,불은면,sec
28710410,37.703468,126.320988,삼산면,sec
28710420,37.650336,126.239342,서도면,sec
28710310,37.71301,126.4847,선원면,sec
28710390,37.764692,126.46345,송해면,sec
28710350,37.662815,126.422088,양도면,sec
28710380,37.798433,126.40855,양사면,sec
28710370,37.774342,126.4115,하점면,sec
28710340,37.631982,126.420013,화도면,sec
28245119,37.5808,126.7223,갈현동,sec
28245102,37.5432,126.7207,계산동,sec
28245111,37.5668,126.7505,귤현동,sec
28245115,37.5795,126.7583,노오지동,sec
28245122,37.5632,126.7219,다남동,sec
28245110,37.5571,126.7592,동양동,sec
28245120,37.5733,126.7032,둑실동,sec
28245121,37.565,126.7094,목상동,sec
28245109,37.5548,126.7469,박촌동,sec
28245108,37.5548,126.732125,방축동,sec
28245107,37.5453,126.7473,병방동,sec
28245112,37.5748,126.7729,상야동,sec
28245104,37.530567,126.753113,서운동,sec
28245116,37.579,126.7471,선주지동,sec
28245118,37.5859,126.7269,오류동,sec
28245106,37.5409,126.7448,용종동,sec
28245117,37.586599,126.739738,이화동,sec
28245105,37.5468,126.7353,임학동,sec
28245103,37.530042,126.730163,작전동,sec
28245123,37.5759,126.736,장기동,sec
28245114,37.5831,126.7726,평동,sec
28245113,37.5807,126.7853,하야동,sec
28245101,37.5327,126.7004,효성동,sec
28200102,37.4667,126.7048,간석동,sec
28200111,37.3967,126.7001,고잔동,sec
28200101,37.4476,126.7111,구월동,sec
28200107,37.4241,126.7127,남촌동,sec
28200110,37.4101,126.7378,논현동,sec
28200109,37.4192,126.7259,도림동,sec
28200103,37.4529,126.7336,만수동,sec
28200105,37.434401,126.749675,서창동,sec
28200108,37.4373,126.7257,수산동,sec
28200106,37.439976,126.7633,운연동,sec
28200104,37.4586,126.7603,장수동,sec
28140106,37.4724,126.6401,금곡동,sec
28140101,37.48324,126.625521,만석동,sec
28140107,37.472918,126.646575,송림동,sec
28140103,37.476166,126.636995,송현동,sec
28140105,37.4706,126.6405,창영동,sec
28140102,37.485201,126.630825,화수동,sec
28140104,37.479,126.6309,화평동,sec
28177106,37.444168,126.696775,관교동,sec
28177104,37.4705,126.6634,도화동,sec
28177107,37.437693,126.685,문학동,sec
28177101,37.4636,126.6507,숭의동,sec
28177102,37.450851,126.647063,용현동,sec
28177105,37.4584,126.6854,주안동,sec
28177103,37.4404,126.6558,학익동,sec
28237106,37.5154,126.726,갈산동,sec
28237109,37.4746,126.7561,구산동,sec
28237107,37.4923,126.7378,부개동,sec
28237101,37.4886,126.7211,부평동,sec
28237103,37.499501,126.703225,산곡동,sec
28237105,37.518321,126.737771,삼산동,sec
28237102,37.4774,126.6994,십정동,sec
28237108,37.484476,126.746984,일신동,sec
28237104,37.513775,126.712075,청천동,sec
28260108,37.5264,126.6751,가정동,sec
28260112,37.48901,126.674438,가좌동,sec
28260103,37.5641,126.6745,검암동,sec
28260104,37.55645,126.648328,경서동,sec
28260105,37.550917,126.6964,공촌동,sec
28260118,37.6159,126.6418,금곡동,sec
28260114,37.587199,126.6906,당하동,sec
28260117,37.6248,126.6684,대곡동,sec
28260113,37.608,126.6674,마전동,sec
28260101,37.5792,126.67,백석동,sec
28260121,37.610455,126.690248,불로동,sec
28260110,37.5066,126.6666,석남동,sec
28260102,37.5699,126.6923,시천동,sec
28260109,37.5186,126.6672,신현동,sec
28260107,37.5413,126.6791,심곡동,sec
28260106,37.548991,126.678226,연희동,sec
28260119,37.565,126.5918,오류동,sec
28260120,37.5917,126.6496,왕길동,sec
28260115,37.5958,126.7068,원당동,sec
28260111,37.510362,126.632806,원창동,sec
28260122,37.536006,126.634552,청라동,sec
28185105,37.410034,126.672181,동춘동,sec
28185102,37.422508,126.701277,선학동,sec
28185106,37.388052,126.653769,송도동,sec
28185103,37.4192,126.6858,연수동,sec
28185101,37.4237,126.6478,옥련동,sec
28185104,37.424991,126.666118,청학동,sec
28720340,37.825358,124.712897,대청면,sec
28720350,37.226406,126.146799,덕적면,sec
28720330,37.952019,124.675088,백령면,sec
28720310,37.532442,126.427113,북도면,sec
28720380,37.664218,125.702394,연평면,sec
28720360,37.255892,126.4839,영흥면,sec
28720370,37.254546,126.307271,자월면,sec
28110134,37.47216,126.632357,경동,sec
28110109,37.473658,126.621553,관동1가,sec
28110110,37.47272,126.623498,관동2가,sec
28110111,37.472036,126.624753,관동3가,sec
28110150,37.45026,126.413012,남북동,sec
28110133,37.473468,126.628063,내동,sec
28110125,37.4697,126.6291,답동,sec
28110151,37.4183,126.4142,덕교동,sec
28110132,37.468085,126.637913,도원동,sec
28110152,37.384621,126.451107,무의동,sec
28110138,37.4714,126.6025,북성동1가,sec
28110139,37.4766,126.6182,북성동2가,sec
28110140,37.4762,126.6209,북성동3가,sec
28110122,37.4687,126.6256,사동,sec
28110141,37.474466,126.618172,선린동,sec
28110129,37.465949,126.637447,선화동,sec
28110142,37.48,126.6231,송월동1가,sec
28110143,37.479016,126.619602,송월동2가,sec
28110144,37.478203,126.621138,송월동3가,sec
28110119,37.474504,126.622509,송학동1가,sec
28110120,37.473835,126.624664,송학동2가,sec
28110121,37.473386,126.625823,송학동3가,sec
28110123,37.466985,126.627988,신생동,sec
28110124,37.47035,126.625109,신포동,sec
28110126,37.467476,126.631488,신흥동1가,sec
28110127,37.4661,126.6338,신흥동2가,sec
28110128,37.4478,126.6262,신흥동3가,sec
28110135,37.4732,126.6314,용동,sec
28110146,37.4863,126.53,운남동,sec
28110148,37.514117,126.517925,운북동,sec
28110147,37.49517,126.483942,운서동,sec
28110130,37.469685,126.637075,유동,sec
28110131,37.469359,126.635758,율목동,sec
28110149,37.4551,126.3787,을왕동,sec
28110136,37.475468,126.6315,인현동,sec
28110137,37.4772,126.6268,전동,sec
28110145,37.488589,126.55959,중산동,sec
28110101,37.473432,126.62043,중앙동1가,sec
28110102,37.472763,126.62171,중앙동2가,sec
28110103,37.471969,126.622855,중앙동3가,sec
28110104,37.471285,126.624082,중앙동4가,sec
28110112,37.4733,126.6167,항동1가,sec
28110113,37.472693,126.6179,항동2가,sec
28110114,37.472034,126.619349,항동3가,sec
28110115,37.471377,126.620489,항동4가,sec
28110116,37.470684,126.621697,항동5가,sec
28110117,37.470009,126.622868,항동6가,sec
28110118,37.4535,126.6026,항동7가,sec
28110105,37.472824,126.619916,해안동1가,sec
28110106,37.472159,126.621164,해안동2가,sec
28110107,37.471333,126.622271,해안동3가,sec
28110108,37.470649,126.623481,해안동4가,sec
26440103,35.214547,128.935338,강동동,sec
26440113,35.1277,128.8523,구랑동,sec
26440111,35.12658,128.858635,녹산동,sec
26440120,35.0684,128.8458,눌차동,sec
26440101,35.21454,128.980621,대저1동,sec
26440102,35.178577,128.956462,대저2동,sec
26440122,35.0073,128.8315,대항동,sec
26440118,35.0443,128.8355,동선동,sec
26440104,35.108082,128.92635,명지동,sec
26440115,35.152899,128.856313,미음동,sec
26440116,35.1558,128.8809,범방동,sec
26440108,35.165482,128.896312,봉림동,sec
26440112,35.132,128.8796,생곡동,sec
26440119,35.0849,128.8338,성북동,sec
26440109,35.1067,128.8492,송정동,sec
26440106,35.2125,128.9073,식만동,sec
26440117,35.0674,128.8751,신호동,sec
26440107,35.198385,128.88325,죽동동,sec
26440105,35.1996,128.8999,죽림동,sec
26440114,35.1445,128.8277,지사동,sec
26440121,35.029522,128.802612,천성동,sec
26440110,35.1033,128.8695,화전동,sec
26410107,35.2539,129.0851,구서동,sec
26410111,35.220368,129.111112,금사동,sec
26410113,35.250333,129.056138,금성동,sec
26410104,35.27165,129.092288,남산동,sec
26410102,35.275408,129.089925,노포동,sec
26410101,35.2877,129.1135,두구동,sec
26410109,35.2317,129.0962,부곡동,sec
26410110,35.2198,129.1031,서동,sec
26410105,35.2724,129.1139,선동,sec
26410106,35.2464,129.1174,오륜동,sec
26410108,35.2362,129.0747,장전동,sec
26410103,35.2831,129.0691,청룡동,sec
26410112,35.2391,129.128,회동동,sec
26710250,35.238707,129.215849,기장읍,sec
26710259,35.263938,129.232222,일광읍,sec
26710253,35.313864,129.244032,장안읍,sec
26710256,35.325545,129.180312,정관읍,sec
26710330,35.274925,129.149638,철마면,sec
26290111,35.114415,129.079275,감만동,sec
26290106,35.141,129.0912,대연동,sec
26290109,35.1392,129.0715,문현동,sec
26290108,35.117657,129.095063,용당동,sec
26290107,35.130582,129.111963,용호동,sec
26290110,35.1262,129.0762,우암동,sec
26170104,35.134915,129.0605,범일동,sec
26170102,35.1315,129.0366,수정동,sec
26170103,35.1286,129.0539,좌천동,sec
26170101,35.120207,129.037225,초량동,sec
26260104,35.197001,129.092312,낙민동,sec
26260107,35.2099,129.0839,명륜동,sec
26260101,35.207985,129.1027,명장동,sec
26260105,35.2071,129.0885,복천동,sec
26260109,35.1996,129.0614,사직동,sec
26260106,35.1989,129.0844,수안동,sec
26260102,35.194201,129.105763,안락동,sec
26260108,35.2134,129.0662,온천동,sec
26260103,35.2051,129.0931,칠산동,sec
26230110,35.1466,129.0312,가야동,sec
26230111,35.150924,129.02105,개금동,sec
26230109,35.168,129.0251,당감동,sec
26230105,35.16574,129.061263,범전동,sec
26230104,35.149607,129.0516,범천동,sec
26230108,35.1707,129.0395,부암동,sec
26230103,35.158015,129.05695,부전동,sec
26230101,35.1719,129.0717,양정동,sec
26230106,35.172776,129.05275,연지동,sec
26230102,35.158607,129.072463,전포동,sec
26230107,35.178718,129.047487,초읍동,sec
26320105,35.199635,129.005225,구포동,sec
26320101,35.250085,129.012768,금곡동,sec
26320104,35.2148,129.0134,덕천동,sec
26320103,35.2123,129.0375,만덕동,sec
26320102,35.224918,129.0101,화명동,sec
26530105,35.155615,128.98665,감전동,sec
26530104,35.163765,128.987175,괘법동,sec
26530103,35.1746,128.9887,덕포동,sec
26530102,35.185,129.0014,모라동,sec
26530101,35.17696,128.977725,삼락동,sec
26530108,35.128715,128.97215,엄궁동,sec
26530106,35.154365,129.004988,주례동,sec
26530107,35.144107,128.987325,학장동,sec
26380108,35.088282,129.003787,감천동,sec
26380101,35.105199,128.996987,괴정동,sec
26380107,35.081925,128.987775,구평동,sec
26380106,35.058636,128.976652,다대동,sec
26380102,35.102949,128.976663,당리동,sec
26380104,35.0906,128.9687,신평동,sec
26380105,35.075551,128.963758,장림동,sec
26380103,35.1111,128.9537,하단동,sec
26140123,35.087365,129.0219,남부민동,sec
26140101,35.11009,129.021975,동대신동1가,sec
26140102,35.1135,129.0234,동대신동2가,sec
26140103,35.1247,129.0224,동대신동3가,sec
26140109,35.103627,129.020676,부민동1가,sec
26140110,35.103682,129.019325,부민동2가,sec
26140111,35.1039,129.0161,부민동3가,sec
26140107,35.1067,129.0212,부용동1가,sec
26140108,35.1066,129.0173,부용동2가,sec
26140104,35.1074,129.0147,서대신동1가,sec
26140105,35.1094,129.0114,서대신동2가,sec
26140106,35.1255,129.0107,서대신동3가,sec
26140115,35.100409,129.019126,아미동1가,sec
26140116,35.100282,129.013025,아미동2가,sec
26140124,35.079988,129.021309,암남동,sec
26140119,35.096007,129.0203,초장동,sec
26140120,35.0956,129.0246,충무동1가,sec
26140121,35.095264,129.022325,충무동2가,sec
26140122,35.093945,129.022204,충무동3가,sec
26140112,35.0998,129.0233,토성동1가,sec
26140113,35.100313,129.021514,토성동2가,sec
26140114,35.100126,129.020308,토성동3가,sec
26140117,35.097297,129.023844,토성동4가,sec
26140118,35.097428,129.021694,토성동5가,sec
26500104,35.16,129.1083,광안동,sec
26500105,35.1441,129.1104,남천동,sec
26500101,35.1731,129.1036,망미동,sec
26500103,35.15729,129.1257,민락동,sec
26500102,35.170518,129.116025,수영동,sec
26470101,35.187801,129.063675,거제동,sec
26470102,35.176,129.0869,연산동,sec
26200105,35.0902,129.0393,남항동1가,sec
26200106,35.0883,129.0372,남항동2가,sec
26200107,35.0851,129.0375,남항동3가,sec
26200101,35.0932,129.0379,대교동1가,sec
26200102,35.091702,129.041005,대교동2가,sec
26200103,35.09144,129.034963,대평동1가,sec
26200104,35.092665,129.0331,대평동2가,sec
26200121,35.06361,129.074126,동삼동,sec
26200115,35.094299,129.039925,봉래동1가,sec
26200116,35.0945,129.0428,봉래동2가,sec
26200117,35.0938,129.0447,봉래동3가,sec
26200118,35.0925,129.0487,봉래동4가,sec
26200119,35.0933,129.0524,봉래동5가,sec
26200112,35.0905,129.0468,신선동1가,sec
26200113,35.0864,129.0476,신선동2가,sec
26200114,35.0819,129.0495,신선동3가,sec
26200108,35.0905,129.0437,영선동1가,sec
26200109,35.0884,129.0426,영선동2가,sec
26200110,35.08589,129.041163,영선동3가,sec
26200111,35.0791,129.047,영선동4가,sec
26200120,35.0913,129.0643,청학동,sec
26110133,35.098885,129.034413,광복동1가,sec
26110134,35.1,129.0324,광복동2가,sec
26110135,35.100586,129.031394,광복동3가,sec
26110136,35.097286,129.034803,남포동1가,sec
26110137,35.09812,129.032334,남포동2가,sec
26110138,35.098927,129.029196,남포동3가,sec
26110139,35.097615,129.032225,남포동4가,sec
26110140,35.0977,129.0292,남포동5가,sec
26110141,35.097232,129.027138,남포동6가,sec
26110102,35.107914,129.036125,대창동1가,sec
26110103,35.11066,129.037398,대창동2가,sec
26110116,35.1044,129.0329,대청동1가,sec
26110117,35.103251,129.030803,대청동2가,sec
26110118,35.10299,129.028893,대청동3가,sec
26110119,35.1061,129.0297,대청동4가,sec
26110111,35.09889,129.035618,동광동1가,sec
26110112,35.100127,129.034288,동광동2가,sec
26110113,35.101593,129.033938,동광동3가,sec
26110114,35.103353,129.034188,동광동4가,sec
26110115,35.1072,129.0339,동광동5가,sec
26110120,35.1066,129.0256,보수동1가,sec
26110121,35.105482,129.022725,보수동2가,sec
26110122,35.10449,129.022462,보수동3가,sec
26110123,35.100721,129.027078,부평동1가,sec
26110124,35.100546,129.025635,부평동2가,sec
26110125,35.101085,129.024501,부평동3가,sec
26110126,35.1019,129.023,부평동4가,sec
26110127,35.101315,129.030274,신창동1가,sec
26110128,35.101409,129.029561,신창동2가,sec
26110129,35.101415,129.028896,신창동3가,sec
26110130,35.101447,129.028237,신창동4가,sec
26110101,35.1124,129.0325,영주동,sec
26110104,35.100696,129.03564,중앙동1가,sec
26110105,35.102052,129.035553,중앙동2가,sec
26110106,35.103431,129.035524,중앙동3가,sec
26110107,35.1076,129.0389,중앙동4가,sec
26110108,35.102249,129.037138,중앙동5가,sec
26110109,35.099749,129.037113,중앙동6가,sec
26110110,35.0974,129.0365,중앙동7가,sec
26110131,35.099532,129.030322,창선동1가,sec
26110132,35.099589,129.028617,창선동2가,sec
26350101,35.2275,129.1563,반송동,sec
26350103,35.2046,129.1329,반여동,sec
26350102,35.2259,129.1331,석대동,sec
26350108,35.183673,129.203664,송정동,sec
26350105,35.1759,129.1472,우동,sec
26350104,35.184426,129.128263,재송동,sec
26350107,35.1848,129.175,좌동,sec
26350106,35.163907,129.187613,중동,sec
30230121,36.4275,127.4699,갈전동,sec
30230102,36.366499,127.411388,대화동,sec
30230115,36.44029,127.42681,덕암동,sec
30230112,36.448518,127.412275,목상동,sec
30230113,36.4469,127.3991,문평동,sec
30230125,36.4619,127.471,미호동,sec
30230108,36.3745,127.4349,법동,sec
30230122,36.4398,127.4772,부수동,sec
30230110,36.354874,127.44996,비래동,sec
30230124,36.443,127.4671,삼정동,sec
30230116,36.424168,127.422338,상서동,sec
30230111,36.448147,127.425697,석봉동,sec
30230107,36.365774,127.439888,송촌동,sec
30230105,36.3935,127.4156,신대동,sec
30230114,36.4361,127.4059,신일동,sec
30230126,36.451722,127.429121,신탄진동,sec
30230104,36.3913,127.4286,연축동,sec
30230101,36.353874,127.409876,오정동,sec
30230106,36.4076,127.4276,와동,sec
30230119,36.4348,127.4499,용호동,sec
30230103,36.3776,127.4223,읍내동,sec
30230120,36.4133,127.4618,이현동,sec
30230118,36.4028,127.4457,장동,sec
30230109,36.360615,127.426412,중리동,sec
30230117,36.4313,127.4344,평촌동,sec
30230123,36.4465,127.4909,황호동,sec
30110114,36.345465,127.450788,가양동,sec
30110105,36.3074,127.4582,가오동,sec
30110142,36.266,127.4735,구도동,sec
30110136,36.287,127.4849,낭월동,sec
30110133,36.3995,127.5112,내탑동,sec
30110110,36.328442,127.445625,대동,sec
30110137,36.2824,127.4569,대별동,sec
30110139,36.2952,127.4688,대성동,sec
30110125,36.3889,127.4901,마산동,sec
30110122,36.3454,127.4738,비룡동,sec
30110132,36.3854,127.5171,사성동,sec
30110143,36.2477,127.4747,삼괴동,sec
30110118,36.3391,127.4273,삼성동,sec
30110108,36.321817,127.4741,삼정동,sec
30110144,36.224401,127.458775,상소동,sec
30110116,36.344215,127.43235,성남동,sec
30110128,36.3244,127.4913,세천동,sec
30110113,36.334599,127.438788,소제동,sec
30110141,36.259826,127.447227,소호동,sec
30110129,36.3531,127.5021,신상동,sec
30110112,36.3295,127.4382,신안동,sec
30110131,36.3758,127.5105,신촌동,sec
30110130,36.3645,127.4998,신하동,sec
30110106,36.32345,127.443488,신흥동,sec
30110134,36.4143,127.5237,오동,sec
30110124,36.3724,127.4868,용계동,sec
30110109,36.328133,127.461513,용운동,sec
30110115,36.35804,127.431986,용전동,sec
30110101,36.327,127.4344,원동,sec
30110138,36.2832,127.4408,이사동,sec
30110102,36.323425,127.437938,인동,sec
30110111,36.335443,127.449085,자양동,sec
30110140,36.253,127.4453,장척동,sec
30110119,36.3323,127.433213,정동,sec
30110123,36.3583,127.4774,주산동,sec
30110135,36.4059,127.5366,주촌동,sec
30110120,36.3316,127.4297,중동,sec
30110127,36.4165,127.4852,직동,sec
30110104,36.3142,127.4458,천동,sec
30110121,36.3746,127.4685,추동,sec
30110107,36.3124,127.4685,판암동,sec
30110145,36.2134,127.4388,하소동,sec
30110117,36.347033,127.42335,홍도동,sec
30110103,36.317075,127.441788,효동,sec
30110126,36.3961,127.4659,효평동,sec
30170114,36.303508,127.349413,가수원동,sec
30170109,36.330125,127.3852,가장동,sec
30170111,36.348465,127.369538,갈마동,sec
30170116,36.296133,127.335438,관저동,sec
30170127,36.2829,127.3507,괴곡동,sec
30170108,36.337175,127.382042,괴정동,sec
30170110,36.332242,127.377325,내동,sec
30170103,36.3201,127.371663,도마동,sec
30170115,36.3229,127.3483,도안동,sec
30170112,36.3548,127.3848,둔산동,sec
30170128,36.36753,127.375041,만년동,sec
30170118,36.2418,127.3326,매노동,sec
30170102,36.325817,127.386738,변동,sec
30170101,36.306808,127.373638,복수동,sec
30170126,36.268667,127.323575,봉곡동,sec
30170119,36.2399,127.3511,산직동,sec
30170122,36.2182,127.3226,오동,sec
30170105,36.336858,127.394353,용문동,sec
30170125,36.2522,127.3216,용촌동,sec
30170123,36.2384,127.2869,우명동,sec
30170124,36.2549,127.2989,원정동,sec
30170113,36.3468,127.3562,월평동,sec
30170120,36.2098,127.3408,장안동,sec
30170104,36.304508,127.366725,정림동,sec
30170106,36.346682,127.39539,탄방동,sec
30170121,36.2383,127.3109,평촌동,sec
30170117,36.2663,127.347,흑석동,sec
30200126,36.3818,127.3689,가정동,sec
30200118,36.3661,127.2911,갑동,sec
30200106,36.334,127.2912,계산동,sec
30200146,36.4226,127.3892,관평동,sec
30200102,36.3066,127.3117,교촌동,sec
30200153,36.4415,127.3575,구룡동,sec
30200124,36.370724,127.3661,구성동,sec
30200112,36.356207,127.3216,구암동,sec
30200122,36.368549,127.343738,궁동,sec
30200148,36.466301,127.387375,금고동,sec
30200150,36.4895,127.3837,금탄동,sec
30200119,36.368379,127.318297,노은동,sec
30200149,36.4804,127.3935,대동,sec
30200103,36.315742,127.318538,대정동,sec
30200113,36.3455,127.3012,덕명동,sec
30200131,36.4251,127.3687,덕진동,sec
30200127,36.382099,127.382775,도룡동,sec
30200152,36.4596,127.3648,둔곡동,sec
30200140,36.3919,127.3965,문지동,sec
30200139,36.3943,127.2988,반석동,sec
30200110,36.279592,127.297038,방동,sec
30200129,36.4108,127.3632,방현동,sec
30200116,36.34144,127.319688,복용동,sec
30200111,36.353349,127.343825,봉명동,sec
30200145,36.4462,127.3826,봉산동,sec
30200115,36.34084,127.33445,상대동,sec
30200107,36.3093,127.2896,성북동,sec
30200108,36.30291,127.272988,세동,sec
30200147,36.429926,127.381663,송강동,sec
30200109,36.2889,127.2574,송정동,sec
30200136,36.4162,127.3165,수남동,sec
30200151,36.4766,127.3718,신동,sec
30200135,36.4084,127.3339,신봉동,sec
30200125,36.389219,127.347369,신성동,sec
30200137,36.4099,127.2921,안산동,sec
30200123,36.3705,127.3541,어은동,sec
30200138,36.4022,127.3112,외삼동,sec
30200104,36.3262,127.3241,용계동,sec
30200144,36.4205,127.3998,용산동,sec
30200101,36.2991,127.3177,원내동,sec
30200114,36.3388,127.3452,원신흥동,sec
30200142,36.3818,127.4005,원촌동,sec
30200134,36.4015,127.345,자운동,sec
30200117,36.3622,127.3314,장대동,sec
