cortarNo,centerLat,centerLon,cortarName,cortarType
52730,36.006842,127.660838,무주군,dvsn
52800,35.731568,126.733513,부안군,dvsn
52770,35.374474,127.137375,순창군,dvsn
52710,35.904708,127.162019,완주군,dvsn
52140,35.94826,126.9578,익산시,dvsn
52750,35.611077,127.282658,임실군,dvsn
52740,35.647299,127.521113,장수군,dvsn
52113,35.8294,127.134362,전주시 덕진구,dvsn
52111,35.812208,127.11985,전주시 완산구,dvsn
52180,35.569867,126.856038,정읍시,dvsn
52720,35.7918,127.4249,진안군,dvsn
46810,34.64209,126.7672,강진군,dvsn
46770,34.61103,127.284921,고흥군,dvsn
46720,35.282017,127.291978,곡성군,dvsn
46230,34.940658,127.695899,광양시,dvsn
46730,35.202539,127.462864,구례군,dvsn
46170,35.0159,126.7108,나주시,dvsn
46710,35.321175,126.988175,담양군,dvsn
46110,34.811849,126.3922,목포시,dvsn
46840,34.990489,126.481712,무안군,dvsn
46780,34.771466,127.079886,보성군,dvsn
46150,34.950703,127.487243,순천시,dvsn
46910,34.833626,126.351124,신안군,dvsn
46130,34.760425,127.662313,여수시,dvsn
46870,35.277213,126.512014,영광군,dvsn
46830,34.800164,126.696796,영암군,dvsn
46890,34.311039,126.754852,완도군,dvsn
46880,35.301906,126.7848,장성군,dvsn
46800,34.681667,126.906967,장흥군,dvsn
46900,34.486818,126.263475,진도군,dvsn
46860,35.065929,126.516582,함평군,dvsn
46820,34.573558,126.599225,해남군,dvsn
46790,35.064542,126.986488,화순군,dvsn
50130,33.255592,126.510575,서귀포시,dvsn
50110,33.499568,126.531138,제주시,dvsn
11680103,37.482968,127.0634,개포동,sec
11680108,37.513583,127.031375,논현동,sec
11680106,37.49911,127.065463,대치동,sec
11680118,37.488143,127.04505,도곡동,sec
11680105,37.514792,127.055387,삼성동,sec
11680111,37.46436,127.1046,세곡동,sec
11680115,37.488856,127.104886,수서동,sec
11680107,37.524142,127.0229,신사동,sec
11680110,37.5291,127.0236,압구정동,sec
11680101,37.499776,127.03895,역삼동,sec
11680113,37.4717,127.1114,율현동,sec
11680114,37.487485,127.081638,일원동,sec
11680112,37.4766,127.101,자곡동,sec
11680104,37.525492,127.05235,청담동,sec
11740110,37.569397,127.177814,강일동,sec
11740102,37.5653,127.1561,고덕동,sec
11740105,37.5379,127.14595,길동,sec
11740106,37.5263,127.143,둔촌동,sec
11740101,37.548692,127.1497,명일동,sec
11740103,37.551582,127.165516,상일동,sec
11740108,37.530483,127.1289,성내동,sec
11740107,37.557925,127.130838,암사동,sec
11740109,37.543217,127.12665,천호동,sec
11305101,37.6222,127.0208,미아동,sec
11305102,37.629215,127.037013,번동,sec
11305103,37.6371,127.0046,수유동,sec
11305104,37.6633,127.002,우이동,sec
11500104,37.5681,126.8454,가양동,sec
11500110,37.5874,126.8068,개화동,sec
11500108,37.558767,126.810363,공항동,sec
11500111,37.5662,126.7872,과해동,sec
11500106,37.5535,126.8354,내발산동,sec
11500102,37.5518,126.8612,등촌동,sec
11500105,37.5738,126.8304,마곡동,sec
11500109,37.577333,126.813325,방화동,sec
11500101,37.55376,126.87097,염창동,sec
11500112,37.5534,126.784,오곡동,sec
11500113,37.5435,126.7984,오쇠동,sec
11500107,37.5494,126.8207,외발산동,sec
11500103,37.5421,126.844525,화곡동,sec
11620103,37.474539,126.977837,남현동,sec
11620101,37.4753,126.9567,봉천동,sec
11620102,37.4632,126.9346,신림동,sec
11215104,37.546892,127.103025,광장동,sec
11215103,37.543983,127.088337,구의동,sec
11215109,37.555122,127.075837,군자동,sec
11215102,37.55378,127.080499,능동,sec
11215105,37.533214,127.076006,자양동,sec
11215101,37.5631,127.0876,중곡동,sec
11215107,37.5465,127.0713,화양동,sec
11530103,37.483351,126.887738,가리봉동,sec
11530107,37.494393,126.856813,개봉동,sec
11530106,37.5024,126.8598,고척동,sec
11530102,37.4937,126.8823,구로동,sec
11530109,37.5009,126.8277,궁동,sec
11530101,37.507766,126.880583,신도림동,sec
11530108,37.492143,126.838375,오류동,sec
11530110,37.4938,126.8207,온수동,sec
11530111,37.4802,126.8391,천왕동,sec
11530112,37.481,126.8258,항동,sec
11545101,37.476904,126.891732,가산동,sec
11545102,37.466185,126.9002,독산동,sec
11545103,37.4496,126.9115,시흥동,sec
11350103,37.6306,127.0877,공릉동,sec
11350105,37.6669,127.0724,상계동,sec
11350102,37.629374,127.054275,월계동,sec
11350106,37.650874,127.0811,중계동,sec
11350104,37.638249,127.073575,하계동,sec
11320108,37.6853,127.0301,도봉동,sec
11320106,37.664774,127.0337,방학동,sec
11320105,37.6526,127.0249,쌍문동,sec
11320107,37.64639,127.044913,창동,sec
11230105,37.57,127.0564,답십리동,sec
11230101,37.573942,127.024625,신설동,sec
11230102,37.5758,127.0362,용두동,sec
11230110,37.5996,127.0624,이문동,sec
11230106,37.5711,127.0714,장안동,sec
11230104,37.5803,127.0567,전농동,sec
11230103,37.5847,127.0371,제기동,sec
11230107,37.5882,127.0464,청량리동,sec
11230108,37.590808,127.055313,회기동,sec
11230109,37.588574,127.0627,휘경동,sec
11590101,37.5115,126.9416,노량진동,sec
11590108,37.508133,126.92635,대방동,sec
11590106,37.494973,126.976016,동작동,sec
11590104,37.513058,126.956088,본동,sec
11590107,37.4853,126.9719,사당동,sec
11590103,37.506842,126.951,상도1동,sec
11590102,37.4991,126.9437,상도동,sec
11590109,37.4921,126.9172,신대방동,sec
11590105,37.5052,126.9629,흑석동,sec
11440102,37.547533,126.952988,공덕동,sec
11440113,37.545985,126.932288,구수동,sec
11440110,37.5541,126.938,노고산동,sec
11440118,37.543,126.9193,당인동,sec
11440108,37.554441,126.944187,대흥동,sec
11440104,37.5376,126.950213,도화동,sec
11440121,37.558627,126.92379,동교동,sec
11440107,37.537192,126.943975,마포동,sec
11440123,37.5561,126.9016,망원동,sec
11440115,37.5469,126.9241,상수동,sec
11440127,37.577606,126.889111,상암동,sec
11440120,37.552458,126.920925,서교동,sec
11440125,37.566067,126.9055,성산동,sec
11440103,37.542233,126.955463,신공덕동,sec
11440111,37.546862,126.934526,신수동,sec
11440117,37.543392,126.930513,신정동,sec
11440101,37.5546,126.9561,아현동,sec
11440124,37.564501,126.922027,연남동,sec
11440109,37.547083,126.94565,염리동,sec
11440105,37.541833,126.941625,용강동,sec
11440126,37.571725,126.9055,중동,sec
11440114,37.5501,126.93,창전동,sec
11440106,37.5385,126.939688,토정동,sec
11440116,37.543828,126.927922,하중동,sec
11440122,37.549433,126.905725,합정동,sec
11440112,37.5419,126.9345,현석동,sec
11410120,37.576192,126.921263,남가좌동,sec
11410105,37.5672,126.9628,냉천동,sec
11410113,37.559527,126.9435,대신동,sec
11410112,37.561,126.947,대현동,sec
11410104,37.5634,126.9673,미근동,sec
11410115,37.5727,126.9471,봉원동,sec
11410119,37.579542,126.910788,북가좌동,sec
11410110,37.563825,126.954525,북아현동,sec
11410114,37.5651,126.9391,신촌동,sec
11410117,37.572425,126.93255,연희동,sec
11410108,37.570583,126.957866,영천동,sec
11410107,37.569179,126.95908,옥천동,sec
11410116,37.557802,126.939513,창천동,sec
11410106,37.567365,126.95868,천연동,sec
11410101,37.564842,126.9638,충정로2가,sec
11410102,37.5623,126.9621,충정로3가,sec
11410103,37.5614,126.9659,합동,sec
11410109,37.574,126.954,현저동,sec
11410118,37.5931,126.9375,홍은동,sec
11410111,37.5872,126.9468,홍제동,sec
11650109,37.454929,127.06378,내곡동,sec
11650107,37.5047,127.0019,반포동,sec
11650101,37.484265,126.98864,방배동,sec
11650108,37.488518,127.016437,서초동,sec
11650111,37.4448,127.0641,신원동,sec
11650102,37.470101,127.039888,양재동,sec
11650110,37.4632,127.0539,염곡동,sec
11650103,37.471582,127.026744,우면동,sec
11650104,37.4452,127.0476,원지동,sec
11650106,37.514951,127.014219,잠원동,sec
11200109,37.553,127.0263,금호동1가,sec
11200110,37.553808,127.01885,금호동2가,sec
11200111,37.5498,127.0193,금호동3가,sec
11200112,37.545181,127.022949,금호동4가,sec
11200104,37.563016,127.034374,도선동,sec
11200105,37.566325,127.045388,마장동,sec
11200106,37.561217,127.045875,사근동,sec
11200101,37.568275,127.0247,상왕십리동,sec
11200114,37.543225,127.041425,성수동1가,sec
11200115,37.539817,127.056888,성수동2가,sec
11200118,37.554522,127.0696,송정동,sec
11200113,37.5419,127.016,옥수동,sec
11200122,37.564062,127.055552,용답동,sec
11200108,37.553283,127.033563,응봉동,sec
11200102,37.564158,127.028675,하왕십리동,sec
11200107,37.559,127.0348,행당동,sec
11200103,37.56695,127.031975,홍익동,sec
11290134,37.608332,127.0228,길음동,sec
11290103,37.5974,127.0207,돈암동,sec
11290116,37.592307,127.0184,동선동1가,sec
11290117,37.590249,127.019538,동선동2가,sec
11290118,37.593899,127.020538,동선동3가,sec
11290119,37.595109,127.018781,동선동4가,sec
11290120,37.5962,127.0166,동선동5가,sec
11290104,37.590199,127.007163,동소문동1가,sec
11290105,37.588794,127.00808,동소문동2가,sec
11290106,37.590371,127.011567,동소문동3가,sec
11290107,37.591846,127.010553,동소문동4가,sec
11290108,37.59149,127.015017,동소문동5가,sec
11290109,37.59359,127.014213,동소문동6가,sec
11290110,37.5964,127.0142,동소문동7가,sec
11290130,37.586477,127.019558,보문동1가,sec
11290131,37.585828,127.018186,보문동2가,sec
11290132,37.583874,127.015813,보문동3가,sec
11290126,37.582882,127.021332,보문동4가,sec
11290127,37.582588,127.020107,보문동5가,sec
11290128,37.580475,127.018825,보문동6가,sec
11290129,37.579733,127.022225,보문동7가,sec
11290111,37.5845,127.0082,삼선동1가,sec
11290112,37.584,127.0114,삼선동2가,sec
11290113,37.586557,127.013,삼선동3가,sec
11290114,37.589797,127.013302,삼선동4가,sec
11290115,37.5885,127.0158,삼선동5가,sec
11290137,37.605757,127.048125,상월곡동,sec
11290139,37.608,127.0611,석관동,sec
11290101,37.5969,126.9922,성북동,sec
11290102,37.5894,127.0038,성북동1가,sec
11290121,37.588695,127.022239,안암동1가,sec
11290122,37.586732,127.023,안암동2가,sec
11290123,37.583882,127.0231,안암동3가,sec
11290124,37.580392,127.024663,안암동4가,sec
11290125,37.588815,127.03005,안암동5가,sec
11290138,37.6157,127.0501,장위동,sec
11290133,37.6169,126.9974,정릉동,sec
11290135,37.5966,127.0333,종암동,sec
11290136,37.604407,127.0387,하월곡동,sec
11710107,37.495301,127.1186,가락동,sec
11710113,37.489351,127.147175,거여동,sec
11710114,37.49746,127.153625,마천동,sec
11710108,37.4854,127.1221,문정동,sec
11710111,37.51506,127.122999,방이동,sec
11710106,37.502717,127.092513,삼전동,sec
11710105,37.503592,127.1037,석촌동,sec
11710104,37.504983,127.11465,송파동,sec
11710102,37.517425,127.101844,신천동,sec
11710112,37.504774,127.134595,오금동,sec
11710101,37.5111,127.0851,잠실동,sec
11710109,37.478842,127.135859,장지동,sec
11710103,37.533267,127.11485,풍납동,sec
11470102,37.5366,126.8759,목동,sec
11470103,37.527925,126.8342,신월동,sec
11470101,37.516433,126.8632,신정동,sec
11560117,37.5347,126.9065,당산동,sec
11560111,37.5216,126.8985,당산동1가,sec
11560112,37.5225,126.8936,당산동2가,sec
11560113,37.5261,126.8971,당산동3가,sec
11560114,37.529,126.8991,당산동4가,sec
11560115,37.5323,126.9009,당산동5가,sec
11560116,37.535,126.9024,당산동6가,sec
11560133,37.4967,126.9011,대림동,sec
11560118,37.5084,126.8994,도림동,sec
11560119,37.511847,126.897857,문래동1가,sec
11560120,37.5126,126.8929,문래동2가,sec
11560121,37.517008,126.895338,문래동3가,sec
11560122,37.51455,126.889875,문래동4가,sec
11560123,37.5161,126.8849,문래동5가,sec
11560124,37.5201,126.8845,문래동6가,sec
11560132,37.505933,126.911537,신길동,sec
11560134,37.532585,126.885165,양평동,sec
11560125,37.5232,126.8886,양평동1가,sec
11560126,37.523067,126.883563,양평동2가,sec
11560127,37.5296,126.8918,양평동3가,sec
11560128,37.53635,126.89605,양평동4가,sec
11560129,37.539,126.8925,양평동5가,sec
11560130,37.541883,126.889838,양평동6가,sec
11560131,37.5488,126.8883,양화동,sec
11560110,37.52139,126.931083,여의도동,sec
11560101,37.5134,126.9061,영등포동,sec
11560102,37.517703,126.912625,영등포동1가,sec
11560103,37.5208,126.9117,영등포동2가,sec
11560104,37.518,126.9082,영등포동3가,sec
11560105,37.518,126.903625,영등포동4가,sec
11560106,37.5211,126.9066,영등포동5가,sec
11560107,37.5216,126.9032,영등포동6가,sec
11560108,37.5242,126.907,영등포동7가,sec
11560109,37.5289,126.9053,영등포동8가,sec
11170104,37.5425,126.9719,갈월동,sec
11170105,37.545742,126.974775,남영동,sec
11170120,37.5388,126.9561,도원동,sec
11170132,37.5237,126.9957,동빙고동,sec
11170107,37.5517,126.9727,동자동,sec
11170122,37.537,126.969088,문배동,sec
11170136,37.526342,127.000175,보광동,sec
11170115,37.5353,126.9513,산천동,sec
11170108,37.5525,126.9664,서계동,sec
11170133,37.520458,126.994663,서빙고동,sec
11170123,37.5358,126.9667,신계동,sec
11170114,37.5358,126.9547,신창동,sec
11170121,37.537511,126.960325,용문동,sec
11170106,37.5401,126.977,용산동1가,sec
11170102,37.54295,126.98405,용산동2가,sec
11170126,37.532,126.9768,용산동3가,sec
11170103,37.5306,126.9854,용산동4가,sec
11170127,37.5257,126.9747,용산동5가,sec
11170135,37.5169,126.984,용산동6가,sec
11170112,37.5398,126.9673,원효로1가,sec
11170113,37.536733,126.963263,원효로2가,sec
11170117,37.5344,126.9581,원효로3가,sec
11170118,37.5328,126.9504,원효로4가,sec
11170129,37.5187,126.9662,이촌동,sec
11170130,37.5389,126.9913,이태원동,sec
11170134,37.5229,127.000225,주성동,sec
11170116,37.534227,126.946829,청암동,sec
11170109,37.5488,126.9674,청파동1가,sec
11170110,37.5462,126.9667,청파동2가,sec
11170111,37.5432,126.9668,청파동3가,sec
11170124,37.5362,126.973488,한강로1가,sec
11170125,37.5313,126.9693,한강로2가,sec
11170128,37.5278,126.9602,한강로3가,sec
11170131,37.5375,127.0061,한남동,sec
11170119,37.541683,126.961325,효창동,sec
11170101,37.548638,126.978134,후암동,sec
11380104,37.620974,126.912925,갈현동,sec
11380105,37.611746,126.910389,구산동,sec
11380102,37.60273,126.93475,녹번동,sec
11380106,37.614165,126.920813,대조동,sec
11380103,37.6192,126.9354,불광동,sec
11380101,37.58414,126.897541,수색동,sec
11380109,37.596,126.9083,신사동,sec
11380108,37.605,126.9148,역촌동,sec
11380107,37.5926,126.9215,응암동,sec
11380110,37.584306,126.90704,증산동,sec
11380114,37.638627,126.91895,진관동,sec
11110146,37.582583,126.984525,가회동,sec
11110129,37.573714,126.983046,견지동,sec
11110134,37.575067,126.98595,경운동,sec
11110148,37.5804,126.987,계동,sec
11110127,37.5711,126.9828,공평동,sec
11110155,37.5691,126.9906,관수동,sec
11110135,37.569176,126.985857,관철동,sec
11110128,37.573917,126.98465,관훈동,sec
11110176,37.571867,126.961998,교남동,sec
11110180,37.571407,126.961257,교북동,sec
11110182,37.6179,126.9574,구기동,sec
11110103,37.584886,126.972359,궁정동,sec
11110131,37.576087,126.991705,권농동,sec
11110137,37.5725,126.9885,낙원동,sec
11110118,37.5733,126.972,내수동,sec
11110114,37.5754,126.9716,내자동,sec
11110109,37.5804,126.9623,누상동,sec
11110110,37.579183,126.968175,누하동,sec
11110117,37.571558,126.973778,당주동,sec
11110116,37.572704,126.97463,도렴동,sec
11110153,37.572011,126.990594,돈의동,sec
11110168,37.5813,127.005,동숭동,sec
11110170,37.5891,126.9975,명륜1가,sec
11110171,37.5846,126.9988,명륜2가,sec
11110173,37.5875,126.9931,명륜3가,sec
11110172,37.582142,126.9998,명륜4가,sec
11110151,37.572531,126.991792,묘동,sec
11110187,37.576008,126.958098,무악동,sec
11110152,37.572353,126.992965,봉익동,sec
11110184,37.59244,126.964047,부암동,sec
11110144,37.577215,126.980529,사간동,sec
11110115,37.575363,126.965777,사직동,sec
11110140,37.59,126.9817,삼청동,sec
11110123,37.569482,126.98026,서린동,sec
11110119,37.5795,126.9768,세종로,sec
11110142,37.5795,126.980775,소격동,sec
11110178,37.570159,126.965259,송월동,sec
11110145,37.5768,126.9817,송현동,sec
11110124,37.5737,126.9806,수송동,sec
11110175,37.5762,127.0193,숭인동,sec
11110102,37.5845,126.9678,신교동,sec
11110120,37.570353,126.974025,신문로1가,sec
11110121,37.570792,126.968813,신문로2가,sec
11110186,37.60294,126.9621,신영동,sec
11110141,37.5773,126.9829,안국동,sec
11110166,37.5786,126.9995,연건동,sec
11110160,37.5737,127.0002,연지동,sec
11110158,37.569487,126.998409,예지동,sec
11110111,37.5836,126.9625,옥인동,sec
11110130,37.582,126.993,와룡동,sec
11110132,37.5764,126.9883,운니동,sec
11110159,37.5755,126.9975,원남동,sec
11110149,37.584162,126.988034,원서동,sec
11110165,37.577008,127.004338,이화동,sec
11110133,37.574567,126.9894,익선동,sec
11110136,37.5717,126.986,인사동,sec
11110157,37.5725,126.9979,인의동,sec
11110154,37.569216,126.994201,장사동,sec
11110147,37.5781,126.985125,재동,sec
11110107,37.575264,126.973889,적선동,sec
11110126,37.570674,126.980286,종로1가,sec
11110138,37.570741,126.986256,종로2가,sec
11110156,37.570361,126.99234,종로3가,sec
