date,cortarNo,py,change
2013-08,52800,378.02631578947364,20.224631333448627
2013-07,52800,314.43333333333334,-12.202902229555356
2013-06,52800,358.1363636363636,28.594744573200593
2013-05,52800,278.5,-25.86512866015972
2013-04,52800,375.6666666666667,16.526847608976624
2013-03,52800,322.3863636363636,7.216416923338564
2013-02,52800,300.6875,-5.270412181674966
2013-01,52800,317.41666666666663,2.576301615798915
2012-12,52800,309.44444444444446,-8.296774068586144
2012-11,52800,337.44117647058823,7.004290244357381
2012-10,52800,315.3529411764706,6.76358567125539
2012-09,52800,295.375,-8.915198237885457
2012-08,52800,324.2857142857143,18.822246455834236
2012-07,52800,272.9166666666667,-15.252670880928608
2012-06,52800,322.0357142857143,26.52909359957818
2012-05,52800,254.5151515151515,-8.981336544250452
2012-04,52800,279.6296296296296,-16.324104300165242
2012-03,52800,334.1818181818182,7.949825900910357
2012-02,52800,309.57142857142856,3.49850746268654
2012-01,52800,299.1071428571429,10.488126649076523
2011-12,52800,270.7142857142857,-6.408198543029997
2011-11,52800,289.25,-2.321654706627274
2011-10,52800,296.125,-19.53125
2011-09,52800,368.0,53.50777398558968
2011-08,52800,239.72727272727275,-8.018312622629164
2011-07,52800,260.625,-6.081081081081086
2011-06,52800,277.5,0.7259528130671544
2011-05,52800,275.5,-1.0845986984815537
2011-04,52800,278.5208333333333,7.547928733529763
2011-03,52800,258.97368421052636,-10.30351518588658
2011-02,52800,288.72222222222223,-2.8094424468075974
2011-01,52800,297.0681818181818,18.732286897754523
2010-12,52800,250.2,3.6454018227009
2010-11,52800,241.4,-8.260494040421484
2010-10,52800,263.1363636363636,16.871580562453303
2010-09,52800,225.15,-5.864485981308409
2010-08,52800,239.1764705882353,4.011304252494119
2010-07,52800,229.95238095238096,7.983005366726292
2010-06,52800,212.95238095238096,-10.077415462984685
2010-05,52800,236.81746031746033,-0.55779813456307
2010-04,52800,238.14583333333334,7.39383690341977
2010-03,52800,221.75,-0.44893378226711356
2010-02,52800,222.75,19.949142401276433
2010-01,52800,185.7037037037037,-15.263315263315269
2009-12,52800,219.15384615384616,-1.662477310473931
2009-11,52800,222.85882352941178,12.543816219427661
2009-10,52800,198.01960784313727,-9.102773539987485
2009-09,52800,217.85,11.966763748500941
2009-08,52800,194.56666666666666,0.7808003683382525
2009-07,52800,193.05925925925928,-6.694205203406522
2009-06,52800,206.91025641025644,16.07868522314526
2009-05,52800,178.25,2.1739613419240023
2009-04,52800,174.45736434108528,-2.798786919720986
2009-03,52800,179.4806451612903,-10.483468747486125
2009-02,52800,200.5,-5.663300436079865
2009-01,52800,212.53658536585365,15.078202407097852
2008-12,52800,184.68882978723406,-6.16800469297899
2008-11,52800,196.82926829268294,-8.217398960993204
2008-10,52800,214.4516129032258,13.197609213216822
2008-09,52800,189.4488888888889,-8.163309275018849
2008-08,52800,206.2888888888889,-1.599848570887752
2008-07,52800,209.64285714285714,-16.808390022675734
2008-06,52800,252.0,30.56497390376778
2008-05,52800,193.00735294117646,1.19361114076606
2008-04,52800,190.7307692307692,-5.551552396763504
2008-03,52800,201.9416666666667,0.8783615019565705
2008-02,52800,200.1833333333333,-6.1745340921772085
2008-01,52800,213.35714285714283,20.84962913014159
2007-12,52800,176.54761904761904,-9.074187614960161
2007-11,52800,194.16666666666669,1.5124167548391299
2007-10,52800,191.27380952380952,-2.411321671525757
2007-09,52800,196.0,-1.21797564048719
2007-08,52800,198.41666666666666,44.30303030303029
2007-07,52800,137.5,-21.800947867298582
2007-06,52800,175.83333333333334,-4.611211573236873
2007-05,52800,184.33333333333331,9.288537549407083
2007-04,52800,168.66666666666669,-2.652191837295559
2007-03,52800,173.26190476190473,-2.0773410035155204
2007-02,52800,176.9375,-5.732361963190192
2007-01,52800,187.69696969696972,-1.4043155288291254
2006-12,52800,190.37037037037035,4.366995895516967
2006-11,52800,182.4047619047619,17.092928469533298
2006-10,52800,155.7777777777778,-4.332992152848836
2006-09,52800,162.83333333333331,-17.529544175576827
2006-08,52800,197.44444444444446,19.954097475361166
2006-07,52800,164.6,-2.2523860021208875
2006-06,52800,168.39285714285714,16.24232372585055
2006-05,52800,144.86363636363637,-4.415489202879219
2006-04,52800,151.55555555555554,-9.992458521870295
2006-03,52800,168.38095238095238,17.221945963865416
2006-02,52800,143.64285714285714,-18.90947377853447
2006-01,52800,177.13888888888889,-74.32304564031327
2025-01,52790,689.875,21.8501619075655
2024-12,52790,566.1666666666666,18.724333770205327
2024-11,52790,476.875,-30.776209677419352
2024-10,52790,688.8888888888889,0.862209207743625
2024-09,52790,683.0,35.321959273527796
2024-08,52790,504.72222222222223,-34.366421037422334
2024-07,52790,769.0,19.521293130245574
2024-06,52790,643.4,2.3707239459029417
2024-05,52790,628.5,-4.135867652235136
2024-04,52790,655.6153846153846,39.344396305076444
2024-03,52790,470.5,-38.35020845741512
2024-02,52790,763.1818181818181,13.610988936630907
2024-01,52790,671.75,-18.833429228998845
2023-12,52790,827.6190476190476,-21.450000389617475
2023-11,52790,1053.6206896551723,58.86922341000789
2023-10,52790,663.2,32.602113681805214
2023-09,52790,500.14285714285717,-18.572979119288803
2023-08,52790,614.2222222222222,-8.374770213663629
2023-07,52790,670.3636363636364,19.537025029179112
2023-06,52790,560.8,20.014267031268563
2023-05,52790,467.27777777777777,-22.494977976815754
2023-04,52790,602.9,-13.665871121718387
2023-03,52790,698.3333333333334,63.40743216892308
2023-02,52790,427.35714285714283,-22.192600299109177
2023-01,52790,549.25,-12.740511915269204
2022-12,52790,629.4444444444445,-5.897009966777411
2022-11,52790,668.8888888888889,19.207920792079225
2022-10,52790,561.1111111111111,18.294682595455612
2022-09,52790,474.3333333333333,-41.37700190535043
2022-08,52790,809.125,69.6278825995807
2022-07,52790,477.0,-44.19964905439657
2022-06,52790,854.8333333333334,89.5884672252341
2022-05,52790,450.8888888888889,-24.996595264499298
2022-04,52790,601.1578947368421,26.5185791092593
2022-03,52790,475.15384615384613,0.7571329536341098
2022-02,52790,471.5833333333333,-6.844197943574937
2022-01,52790,506.2307692307692,34.43918981032246
2021-12,52790,376.55,-30.939935809261808
2021-11,52790,545.25,4.568493150684927
2021-10,52790,521.4285714285714,4.532791793590052
2021-09,52790,498.8181818181818,3.1493624973736978
2021-08,52790,483.5882352941176,9.937649399060566
2021-07,52790,439.875,-8.024046001045482
2021-06,52790,478.25,-2.5746944318696285
2021-05,52790,490.8888888888889,7.828421502227112
2021-04,52790,455.25,-12.86038999880369
2021-03,52790,522.4375,14.00143820670503
2021-02,52790,458.27272727272725,20.796765014227937
2021-01,52790,379.375,9.77954614681693
2020-12,52790,345.57894736842104,-28.960684443556705
2020-11,52790,486.46153846153845,-5.257136631074322
2020-10,52790,513.4545454545455,-3.8580540508065364
2020-09,52790,534.0588235294117,19.236174040949262
2020-08,52790,447.9,11.044188420592093
2020-07,52790,403.3529411764706,-24.69354825083847
2020-06,52790,535.6153846153846,15.76180134872558
2020-05,52790,462.6875,6.610023041474644
2020-04,52790,434.0,-15.210717276025676
2020-03,52790,511.85714285714283,1.0576787477083682
2020-02,52790,506.5,30.038510911424908
2020-01,52790,389.5,-23.953630262355098
2019-12,52790,512.1875,13.053195011588127
2019-11,52790,453.05,2.182125740062024
2019-10,52790,443.375,-4.284600623650759
2019-09,52790,463.22222222222223,-2.777247768661617
2019-08,52790,476.45454545454544,17.52361103783042
2019-07,52790,405.4117647058824,-0.02175962863566472
2019-06,52790,405.5,-14.270613107822406
2019-05,52790,473.0,-3.247251342367685
2019-04,52790,488.875,23.501263116984084
2019-03,52790,395.8461538461538,-22.230618104881373
2019-02,52790,509.0,9.808715662304035
2019-01,52790,463.53333333333336,2.180234083871313
2018-12,52790,453.64285714285717,1.6756497144991833
2018-11,52790,446.1666666666667,-2.9797359049509864
2018-10,52790,459.8695652173913,3.2795849417707634
2018-09,52790,445.26666666666665,-19.256986097549632
2018-08,52790,551.4615384615385,32.619127936711756
2018-07,52790,415.8235294117647,-19.23343967797787
2018-06,52790,514.8461538461538,44.29319998802288
2018-05,52790,356.80555555555554,-10.832906147208332
2018-04,52790,400.15384615384613,11.215632616410808
2018-03,52790,359.8,-17.962318492739705
2018-02,52790,438.57894736842104,2.9019510990367925
2018-01,52790,426.2105263157895,-3.886375924778118
2017-12,52790,443.44444444444446,-2.1426281144495296
2017-11,52790,453.15384615384613,-0.895823695167608
2017-10,52790,457.25,-5.745941767585672
2017-09,52790,485.125,11.120165624174083
2017-08,52790,436.5769230769231,1.920607698592991
2017-07,52790,428.35,0.45731707317073766
2017-06,52790,426.4,5.314543077146583
2017-05,52790,404.88235294117646,-19.845116962895037
2017-04,52790,505.125,43.070582903755735
2017-03,52790,353.06,-15.200369515011547
2017-02,52790,416.34615384615387,5.805884077802759
2017-01,52790,393.5,-17.927569207432683
2016-12,52790,479.45454545454544,12.190600641210715
2016-11,52790,427.35714285714283,-7.387086787520214
2016-10,52790,461.44444444444446,-6.548154815481544
2016-09,52790,493.77777777777777,19.667440842842243
2016-08,52790,412.625,-5.721629855293231
2016-07,52790,437.6666666666667,32.54019756291009
2016-06,52790,330.2142857142857,-13.480973175296318
2016-05,52790,381.6666666666667,14.24295335495136
2016-04,52790,334.08333333333337,-8.79369412772335
2016-03,52790,366.29411764705884,-10.397720732128468
2016-02,52790,408.8,-7.073309338889944
2016-01,52790,439.9166666666667,43.982076758231074
2015-12,52790,305.5357142857143,-16.428962175679906
2015-11,52790,365.6,5.64565649268558
2015-10,52790,346.0625,-12.278200253485426
2015-09,52790,394.5,22.99298519095869
2015-08,52790,320.75,-20.321556720949484
2015-07,52790,402.55555555555554,-3.641645696515894
2015-06,52790,417.7692307692308,-1.5766582094961956
2015-05,52790,424.46153846153845,12.469935999347758
2015-04,52790,377.4,-4.98489425981874
2015-03,52790,397.2,9.199826363767905
2015-02,52790,363.7368421052632,-5.91660931319532
2015-01,52790,386.6111111111111,-3.3100337736736485
2014-12,52790,399.84615384615387,-2.016965127238457
2014-11,52790,408.0769230769231,9.86502669752114
2014-10,52790,371.4347826086956,4.85925481424907
2014-09,52790,354.22222222222223,-13.456578983087653
2014-08,52790,409.3,37.87776708373436
2014-07,52790,296.8571428571429,-9.65217391304346
2014-06,52790,328.57142857142856,-0.933237616654714
2014-05,52790,331.6666666666667,-7.784986098239111
2014-04,52790,359.6666666666667,3.3030157970320717
2014-03,52790,348.1666666666667,-3.2332777468964236
2014-02,52790,359.8,-3.018867924528301
2014-01,52790,371.0,33.46924091617698
2013-12,52790,277.9666666666667,-27.54027137223447
2013-11,52790,383.61538461538464,28.021152883492295
2013-10,52790,299.65,-19.251592356687897
2013-09,52790,371.09090909090907,-1.2680971631940818
2013-08,52790,375.85714285714283,17.33313512709975
2013-07,52790,320.3333333333333,-21.061278133727622
2013-06,52790,405.8,2.1784948242096425
2013-05,52790,397.14814814814815,16.06054983455485
2013-04,52790,342.1904761904762,6.384699042836073
2013-03,52790,321.6538461538462,-1.0295857988165569
2013-02,52790,325.0,-9.999999999999998
2013-01,52790,361.1111111111111,2.502736498395186
2012-12,52790,352.29411764705884,-5.652351995967098
2012-11,52790,373.4,28.282241014799148
2012-10,52790,291.0769230769231,-13.283935528225499
2012-09,52790,335.6666666666667,8.98268398268398
2012-08,52790,308.0,-13.416815742397148
2012-07,52790,355.72727272727275,-1.6940027994113982
2012-06,52790,361.85714285714283,-6.881846923020374
2012-05,52790,388.6,27.753903956792293
2012-04,52790,304.17857142857144,-3.106804149300346
2012-03,52790,313.9318181818182,1.832926323549744
2012-02,52790,308.28125,-17.4313671779888
2012-01,52790,373.3636363636364,12.766235634062472
2011-12,52790,331.0952380952381,2.9133877691984944
2011-11,52790,321.72222222222223,21.104706635820627
2011-10,52790,265.65625,-20.43043630191693
2011-09,52790,333.8666666666667,13.857992305001755
2011-08,52790,293.2307692307692,-2.069876688197303
2011-07,52790,299.42857142857144,-0.7053374039372451
2011-06,52790,301.55555555555554,-5.07170339279469
2011-05,52790,317.6666666666667,8.659711532979863
2011-04,52790,292.35,-5.541195476575112
2011-03,52790,309.5,19.41424061732726
2011-02,52790,259.1818181818182,-6.34803317730147
2011-01,52790,276.75,-7.213902548055429
2010-12,52790,298.26666666666665,-12.517516701971655
2010-11,52790,340.94444444444446,9.724660295169363
2010-10,52790,310.72727272727275,23.0907740439803
2010-09,52790,252.4375,-5.086790324602086
2010-08,52790,265.9666666666667,-0.4300455963522909
2010-07,52790,267.11538461538464,-2.01196455781929
2010-06,52790,272.6,9.105463277966797
2010-05,52790,249.85,-0.17743830787309012
2010-04,52790,250.2941176470588,2.3324128512469455
2010-03,52790,244.58928571428572,-9.650395778364118
2010-02,52790,270.7142857142857,19.09344436152245
2010-01,52790,227.3125,-7.7215832205683395
2009-12,52790,246.33333333333334,6.796730343675206
2009-11,52790,230.65625,-3.7177145838768633
2009-10,52790,239.5625,7.793325606763024
2009-09,52790,222.24242424242425,-0.612700881022199
2009-08,52790,223.6125,5.1480724016876644
2009-07,52790,212.66438356164383,-10.558634683897871
2009-06,52790,237.76960784313727,1.6109435227082303
2009-05,52790,234.0,-2.3270374621725876
2009-04,52790,239.575,-3.9721243775051707
2009-03,52790,249.4848484848485,19.59061554942696
2009-02,52790,208.61574074074073,-1.2064241200705816
2009-01,52790,211.16326530612244,-27.873818996857814
2008-12,52790,292.7692307692308,16.56372824256036
2008-11,52790,251.16666666666666,-4.426686960933546
2008-10,52790,262.8,20.827586206896555
2008-09,52790,217.5,-11.356057799184882
2008-08,52790,245.36363636363637,7.301881791677722
2008-07,52790,228.66666666666666,11.693309650680872
2008-06,52790,204.72727272727272,10.216566744157586
2008-05,52790,185.75,-41.764640017915134
2008-04,52790,318.9642857142857,69.84253765403925
2008-03,52790,187.8,10.308370044052872
2008-02,52790,170.25,-6.849747474747481
2008-01,52790,182.76923076923077,8.040924592648736
2007-12,52790,169.16666666666666,-14.041327913279144
2007-11,52790,196.8,6.666666666666665
2007-10,52790,184.5,-1.6000000000000014
2007-09,52790,187.5,8.04085908852803
2007-08,52790,173.54545454545453,-11.197501329080273
2007-07,52790,195.42857142857142,-4.552590266875988
2007-06,52790,204.75,5.978260869565233
2007-05,52790,193.2,8.66141732283463
2007-04,52790,177.8,2.114864864864874
2007-03,52790,174.11764705882354,-0.458697085053994
2007-02,52790,174.92,-2.2793296089385517
2007-01,52790,179.0,5.139500734214386
2006-12,52790,170.25,-1.1815920398009938
2006-11,52790,172.28571428571428,0.36061026352287584
2006-10,52790,171.66666666666666,0.8725071225071046
2006-09,52790,170.1818181818182,4.051383399209496
2006-08,52790,163.55555555555554,-6.628607675229947
2006-07,52790,175.16666666666666,7.105799518250877
2006-06,52790,163.54545454545453,-1.0931082435885031
2006-05,52790,165.35294117647058,-0.028451525713080184
2006-04,52790,165.4,-3.5568513119533463
2006-03,52790,171.5,-1.759410801964001
2006-02,52790,174.57142857142858,-9.626525329717728
2006-01,52790,193.16666666666666,-68.69259859535386
2025-01,52770,617.0,14.005912786400575
2024-12,52770,541.2,-34.76898352752108
2024-11,52770,829.6666666666666,69.40615960524077
2024-09,52770,489.75,-13.715644820295992
2024-08,52770,567.6,-32.86812536960378
2024-07,52770,845.5,2.4020993136859126
2024-06,52770,825.6666666666666,53.837281518942426
2024-05,52770,536.7142857142857,7.9908019545846365
2024-04,52770,497.0,11.769115442278855
2024-03,52770,444.6666666666667,7.779316712834716
2024-02,52770,412.57142857142856,-29.834791059280864
2024-01,52770,588.0,36.04113110539846
2023-11,52770,432.22222222222223,3.48496940675711
2023-10,52770,417.6666666666667,-3.0935808197989134
2023-09,52770,431.0,-10.64270905321354
2023-08,52770,482.3333333333333,-1.0395294761318508
2023-07,52770,487.4,19.607361963190172
2023-06,52770,407.5,-5.525502318392572
2023-05,52770,431.3333333333333,-1.1270296084049725
2023-04,52770,436.25,19.248291571753985
2023-03,52770,365.8333333333333,-13.840477311979916
2023-02,52770,424.6,-1.9116373086918825
2023-01,52770,432.875,7.814445828144456
2022-12,52770,401.5,-0.7416563658838027
2022-11,52770,404.5,21.107784431137723
2022-10,52770,334.0,-14.212328767123283
2022-09,52770,389.3333333333333,14.173998044965774
2022-08,52770,341.0,-47.93893129770992
2022-07,52770,655.0,90.07544979686593
2022-06,52770,344.6,-45.21462639109698
2022-05,52770,629.0,31.81056160938811
2022-04,52770,477.2,-4.272818455366101
2022-03,52770,498.5,-8.448117539026633
2022-02,52770,544.5,54.24929178470255
2022-01,52770,353.0,-43.42948717948718
2021-12,52770,624.0,37.44493392070485
2021-10,52770,454.0,9.265944645006009
2021-09,52770,415.5,-3.6335523772709766
2021-08,52770,431.1666666666667,-6.2681159420289845
2021-06,52770,460.0,7.896794370602045
2021-05,52770,426.3333333333333,5.462791177076887
2021-04,52770,404.25,-5.1056338028169
2021-03,52770,426.0,-4.769001490312963
2021-02,52770,447.3333333333333,39.57358294331772
2021-01,52770,320.5,-22.52215954875101
2020-12,52770,413.6666666666667,24.515050167224082
2020-11,52770,332.22222222222223,-6.679151061173528
2020-10,52770,356.0,-5.486725663716818
2020-09,52770,376.6666666666667,-4.11540093338989
2020-08,52770,392.8333333333333,-3.1476002629848843
2020-07,52770,405.6,-4.26435877261998
2020-06,52770,423.6666666666667,28.125
2020-05,52770,330.6666666666667,4.9735449735449855
2020-04,52770,315.0,37.55458515283843
2020-03,52770,229.0,-48.74664279319606
2020-02,52770,446.8,-7.1101871101871055
2020-01,52770,481.0,-20.298260149130076
2019-12,52770,603.5,27.36953184957789
2019-11,52770,473.8181818181818,1.5034665420269544
2019-10,52770,466.8,44.010577346848834
2019-09,52770,324.14285714285717,-32.854923429755125
2019-08,52770,482.75,-10.139607032057906
2019-07,52770,537.2222222222222,-22.729633624995017
2019-06,52770,695.25,1.348396501457727
2019-05,52770,686.0,82.68974700399467
2019-04,52770,375.5,-15.901455767077266
2019-03,52770,446.5,-25.912610619469024
2019-02,52770,602.6666666666666,16.569954867827196
2019-01,52770,517.0,56.825075834175934
2018-12,52770,329.6666666666667,-52.93837734951226
2018-11,52770,700.5,71.06227106227105
2018-10,52770,409.5,-24.446494464944646
2018-09,52770,542.0,49.03758020164985
2018-08,52770,363.6666666666667,-51.381461675579324
2018-07,52770,748.0,106.34482758620689
2018-06,52770,362.5,6.774668630338732
2018-05,52770,339.5,-44.52614379084967
2018-04,52770,612.0,79.20937042459737
2018-03,52770,341.5,-51.214285714285715
2018-02,52770,700.0,130.7692307692308
2018-01,52770,303.3333333333333,37.87878787878787
2017-12,52770,220.0,-38.851142680667074
2017-11,52770,359.77777777777777,18.73854052071873
2017-10,52770,303.0,-28.638718794159214
2017-09,52770,424.6,-9.56336528221512
2017-08,52770,469.5,29.983388704318937
2017-07,52770,361.2,47.428571428571416
2017-06,52770,245.0,-15.903890160183066
2017-05,52770,291.3333333333333,-22.186609686609682
2017-04,52770,374.4,-11.01604278074867
2017-03,52770,420.75,22.489082969432307
2017-02,52770,343.5,-23.892171344165437
2017-01,52770,451.3333333333333,-20.39976484420929
2016-12,52770,567.0,41.75
2016-11,52770,400.0,-10.380881254667662
2016-10,52770,446.3333333333333,-2.4408014571949077
2016-09,52770,457.5,33.77192982456141
2016-08,52770,342.0,26.315789473684205
2016-07,52770,270.75,-36.443661971830984
2016-06,52770,426.0,-2.405498281786944
2016-05,52770,436.5,24.005681818181813
2016-04,52770,352.0,8.141321044546856
2016-03,52770,325.5,-13.888888888888884
2016-02,52770,378.0,-5.025125628140703
2016-01,52770,398.0,35.37414965986394
2015-12,52770,294.0,-33.10580204778157
2015-11,52770,439.5,33.78995433789955
2015-10,52770,328.5,61.029411764705884
2015-09,52770,204.0,-43.096234309623426
2015-08,52770,358.5,83.21976149914822
2015-07,52770,195.66666666666666,-24.012944983818773
2015-06,52770,257.5,-36.73218673218673
2015-05,52770,407.0,-10.055248618784528
2015-04,52770,452.5,-6.314699792960665
2015-03,52770,483.0,49.22760041194645
2015-02,52770,323.6666666666667,-26.35570724307925
2015-01,52770,439.5,42.23300970873787
2014-11,52770,309.0,34.05639913232103
2014-10,52770,230.5,-20.242214532871973
2014-09,52770,289.0,-39.66597077244259
2014-08,52770,479.0,46.21489621489621
2014-07,52770,327.6,19.416767922235746
2014-06,52770,274.3333333333333,6.744487678339817
2014-05,52770,257.0,-18.28298887122417
2014-04,52770,314.5,-23.105134474327627
2014-03,52770,409.0,16.391576550939103
2014-02,52770,351.4,-13.105835806132538
2014-01,52770,404.4,8.289199642963396
2013-12,52770,373.44444444444446,33.91962659380694
2013-11,52770,278.85714285714283,-7.663197729422899
2013-10,52770,302.0,3.6020583190394584
2013-09,52770,291.5,-0.39863325740319144
2013-06,52770,292.6666666666667,8.128078817733986
2013-05,52770,270.6666666666667,0.7444168734491274
2013-04,52770,268.6666666666667,-8.46110164679159
2013-03,52770,293.5,18.029490616621977
2013-02,52770,248.66666666666666,-44.86326681448632
2013-01,52770,451.0,80.64085447263018
2012-12,52770,249.66666666666666,-12.441549766199078
2012-11,52770,285.14285714285717,-8.900045641259691
2012-10,52770,313.0,-6.006006006006004
2012-08,52770,333.0,19.999999999999996
2012-07,52770,277.5,21.71052631578947
2012-06,52770,228.0,-29.19254658385093
2012-04,52770,322.0,31.294597349643215
2012-03,52770,245.25,-8.65921787709497
2012-02,52770,268.5,-2.2303140646335873
2011-12,52770,274.625,21.438723941882508
2011-11,52770,226.14285714285714,-19.807497467071933
2011-10,52770,282.0,13.25301204819278
